"Commute.ID","FPM.Total","BC","OC","WSOC","PNC","pbPAH","B","S","As","Mo","Pb","Al","Ca","K","Ba","Ni","V","Ce","Fe","Zn","Cu","Mn","Cr","Na","Mg","U","P","Ti","Cd","Co","Sb","NOISE"
"SA47",14.1,2.4692,0.14,12.7913,12090.4,0.0811135726244249,0.003693795867,0.1088453399,0.000200012854,0.003910256632,0.000266547717,0.01503763246,0.01885246852,0.01074173526,0.005716172388,0.000945196212,0.000378325135,2.5984613e-05,0.1131141368,0.002297411932,0.04205092465,0.000942651768,0.001319985163,0.06162272528,0.00955218297,8.36971e-07,0.001482371565,0.002044895904,7.498819e-06,1.0007609e-05,0.001872210365,63.6063
"SA21",14.15,2.02629,7.45,10.738,11273,0.0745266678976692,0.005098147374,0.2084950658,0.000445252435,0.0254819902,0.00113408483,0.03830219898,0.03111824471,0.03040264456,0.008882502576,0.000929981561,0.00035641577,7.5401227e-05,0.1340281108,0.0104771788,0.1851798514,0.001402767718,0.001298737602,0.07658342616,0.0124275955,3.342634e-06,0.003536200173,0.006975274058,4.8593463e-05,2.9203708e-05,0.001800367061,66.0895
"SH15",14.17,3.60383,8.55,6.799,10110.2,0.111,0.004412488199,0.1158920492,0.000436861659,0.01217565895,0.000238012756,0.02029323304,0.02254942738,0.01484048899,0.004900100076,0.000844009314,0.000316276513,5.6170757e-05,0.08440787035,0.002051465129,0.04385468318,0.000754132627,0.001178675663,0.00597776557,0.002849596763,7.4737e-07,0.003884976645,0.001825981914,1.1509298e-05,8.936256e-06,0.000552886608,70.4907
"SH52",14.64,2.65957,8.48,7.2948,8901.05,0.0973868,0.003691578457,0.08812838934,0.000323782889,0.005104957372,0.00026565025,0.02263389793,0.03873907134,0.01379908393,0.0197499303,0.000942013733,0.000137531892,2.5897122e-05,0.1307584108,0.009231351609,0.07796270507,0.001280134329,0.001315540769,0.006671889951,0.003180485382,2.078343e-06,0.002758621726,0.007085032064,1.2113168e-05,9.973913e-06,0.00148942624,68.5463
"SA01",15,3.69211,0.11,2.5879,20548.2,0.0882263,0.004548355896,0.3455545318,0.0003182238,0.002436129651,0.001116219667,0.06759827985,0.05861780448,0.05812586131,0.02244946836,0.000866932855,0.000556156758,0.000216916286,0.2342587311,0.01301676763,0.07201984827,0.002325719052,0.001210688841,0.07047943845,0.02234237231,6.264925e-06,0.004660526287,0.01586233501,3.2738068e-05,4.1798928e-05,0.004791349865,69.4202
"SH46",16.23,2.42115,6.16,3.615,5221.96,0.0889387,0.005503447866,0.2843834605,0.000154539718,0.001572455173,0.000266188003,0.02217678384,0.08741502551,0.01067369621,0.006282553542,0.000943920644,0.000206918622,2.5949546e-05,0.07127659552,0.002294311511,0.02407131813,0.00092163252,0.001318203807,0.01663363376,0.003186923611,2.760449e-06,0.002500867167,0.02707812125,6.650772e-06,9.994103e-06,0.000648051966,66.43
"SH60",16.4,3.05515,5.16,3.2897,8523.79629203202,0.0934672,0.007051473124,0.1379316515,0.0009354747,0.01038964594,0.000261064143,0.04055995537,0.03436742829,0.01938959384,0.01409687953,0.000925751088,0.00035880751,8.6241487e-05,0.1648776741,0.006192842488,0.08622643482,0.002430358378,0.001292829663,0.006556708424,0.003125578426,3.710591e-06,0.00457094411,0.008068187897,1.4583404e-05,2.1170665e-05,0.002175275127,68.8712
"SA07",16.47,3.00421813605712,6.62,2.8486,5887.61,0.082437,0.007994524255,0.5864980619,0.000595455435,0.005873922473,0.001760158743,0.05999606283,0.05482746269,0.04859552908,0.04299375752,0.000832328204,0.000265695572,8.328067e-05,0.2714942224,0.02120104538,0.09200624211,0.002365076402,0.001162362763,0.03970649551,0.01018857974,8.254527e-06,0.005817606435,0.04026357258,3.4357228e-05,0.000101311504,0.004198459913,62.4252
"SA42",17.71,2.35052,7.37,14.712,10352.4,0.0853866264119654,0.002904819781,0.06547116429,0.000377019102,0.005853439614,0.000275398661,0.008515855844,0.008474569907,0.004798373404,0.003005131576,0.000976582257,0.000443998302,2.6847454e-05,0.02583967638,0.002373699452,0.02337294661,0.000237999795,0.001363816395,0.006916724375,0.003297197784,8.64763e-07,0.002528086497,0.002112798414,2.2873e-06,1.033992e-05,0.000479330533,67.3121
"SH54",18.07,2.2075,7.11,3.6386,7217.83,0.0963008,0.001623036763,0.06829994988,0.000147065825,0.001938744747,0.000305559516,0.01196783257,0.009402680008,0.00532387722,0.002103290149,0.001083534689,0.000287869523,2.9787708e-05,0.03049084598,0.002633660071,0.02094538846,0.000380803698,0.001513177576,0.007674223791,0.003658297238,9.59469e-07,0.000489629959,0.002344185915,2.537798e-06,1.1472318e-05,0.000270752964,67.1709
"SA58",18.27,3.50148,7.43,16.2281,11375.4036500298,0.0794448,0.01026628285,0.2687161902,0.001022346094,0.007363727517,0.000274723235,0.02281921392,0.03011327543,0.004786605207,0.007160716123,0.000974187151,0.000251981165,0.000364049345,0.09082976358,0.002367877862,0.0531815187,0.001526987928,0.001360471582,0.00689976084,0.003289111279,2.201453e-06,0.004536594161,0.002107616694,2.1600391e-05,1.0314561e-05,0.001348498421,62.3856
"SA05",22.56,4.5071,8.52,14.7017,20824.9,0.0956641,0.005221729467,0.8544847073,0.002235387391,0.005532139441,0.002679415647,0.08205188309,0.1134497853,0.04122842526,0.02765037185,0.001046733003,0.000240995972,0.000861036144,0.3815221178,0.01953698654,0.07561516586,0.00371979473,0.001461783296,0.03354768326,0.02347075441,6.376883e-06,0.009109284256,0.01699885581,7.9035709e-05,5.0290358e-05,0.004470989529,66.6716
"SA04",22.99,3.2401,8.15,3.0947,17115.9,0.0871119,0.008579714425,1.590186989,0.000790827882,0.006074011252,0.001627770992,0.08052340119,0.112347782,0.07595895335,0.02505734993,0.000866652634,0.000599016295,0.000180048873,0.3134443682,0.01748081289,0.08230609533,0.003716223761,0.001210297507,0.04122726369,0.0220426289,1.7514668e-05,0.008848156748,0.01338848942,8.2471895e-05,6.9236113e-05,0.002727548632,67.4017
"SA55",24.18,3.81371,9.44,4.3009,13194,0.112039,0.01203672937,0.08036284154,0.00030625753,0.00121824534,0.000344546377,0.0277940634,0.07288646739,0.006003159801,0.001442957163,0.00338238041,0.000619532684,3.3588373e-05,0.0147089161,0.002969693255,0.004112724652,0.000122917777,0.001706246486,0.008653391102,0.004125065626,1.08189e-06,0.002146554606,0.002643284596,2.8616e-06,1.293609e-05,0.000183981516,65.8421
"SH21",24.26,4.32884,8.27,3.2125,16864.6,0.0931364,0.008128713626,1.012547808,0.001851812086,0.02406807669,0.002238681809,0.08862356471,0.1099478801,0.07831754337,0.05568086038,0.000944086827,0.000415478013,0.000303969095,0.671108504,0.01934950294,0.2671615486,0.006406368305,0.001318435885,0.02272238163,0.02744596958,8.887552e-06,0.01303352394,0.01716758217,6.6291582e-05,0.000100990137,0.006873079516,69.3405
"SA16",43.74,5.73204,0.13,9.3454,25143.3583342978,0.0893981,0.004597024181,0.05513992551,0.000958429391,0.004945964476,0.000702905745,0.007576756956,0.007386327518,0.03891098511,0.005248961344,0.000851176695,0.000300433723,6.0649394e-05,0.07358234013,0.002068886301,0.03512738722,0.001007342276,0.001188685052,0.4835538452,0.00287379572,7.53716e-07,0.005384796578,0.003739239426,3.710415e-05,9.012143e-06,0.000850582836,67.7377
